url	chapt_title	img_path
https://datatrail-jhu.github.io/DataTrail/no_toc/github.html	61 GitHub	resources/chapt_screen_images/github.png
https://datatrail-jhu.github.io/DataTrail/no_toc/creating-a-repository.html	62 Creating A Repository	resources/chapt_screen_images/creating-a-repository.png
https://datatrail-jhu.github.io/DataTrail/no_toc/cloning-a-repository.html	63 Cloning A Repository	resources/chapt_screen_images/cloning-a-repository.png
https://datatrail-jhu.github.io/DataTrail/no_toc/pushing-and-pulling-changes.html	64 Pushing and Pulling Changes	resources/chapt_screen_images/pushing-and-pulling-changes.png
https://datatrail-jhu.github.io/DataTrail/no_toc/organization-with-issues-on-github.html	65 Organization with Issues on GitHub	resources/chapt_screen_images/organization-with-issues-on-github.png
https://datatrail-jhu.github.io/DataTrail/no_toc/setting-up-a-project-on-github.html	66 Setting Up A Project on GitHub	resources/chapt_screen_images/setting-up-a-project-on-github.png
https://datatrail-jhu.github.io/DataTrail/no_toc/pull-requests.html	67 Pull Requests	resources/chapt_screen_images/pull-requests.png
https://datatrail-jhu.github.io/DataTrail/no_toc/version-control-help.html	68 Version Control Help	resources/chapt_screen_images/version-control-help.png
https://datatrail-jhu.github.io/DataTrail/no_toc/types-of-communication.html	69 Types of Communication	resources/chapt_screen_images/types-of-communication.png
https://datatrail-jhu.github.io/DataTrail/no_toc/data-science-reports.html	70 Data Science Reports	resources/chapt_screen_images/data-science-reports.png
https://datatrail-jhu.github.io/DataTrail/no_toc/google-slides.html	71 Google Slides	resources/chapt_screen_images/google-slides.png
https://datatrail-jhu.github.io/DataTrail/no_toc/how-to-give-a-presentation.html	72 How To Give a Presentation	resources/chapt_screen_images/how-to-give-a-presentation.png
https://datatrail-jhu.github.io/DataTrail/no_toc/projecting-from-a-chromebook.html	73 Projecting from a Chromebook	resources/chapt_screen_images/projecting-from-a-chromebook.png
https://datatrail-jhu.github.io/DataTrail/no_toc/how-to-present-to-a-general-audience.html	74 How To Present to a General Audience	resources/chapt_screen_images/how-to-present-to-a-general-audience.png
https://datatrail-jhu.github.io/DataTrail/no_toc/how-to-present-to-a-technical-audience.html	75 How To Present to a Technical Audience	resources/chapt_screen_images/how-to-present-to-a-technical-audience.png
https://datatrail-jhu.github.io/DataTrail/no_toc/how-to-write-a-blog-post.html	76 How To Write a Blog Post	resources/chapt_screen_images/how-to-write-a-blog-post.png
https://datatrail-jhu.github.io/DataTrail/no_toc/participating-in-meetings.html	77 Participating in Meetings	resources/chapt_screen_images/participating-in-meetings.png
https://datatrail-jhu.github.io/DataTrail/no_toc/how-to-have-a-one-on-one-meeting.html	78 How To Have a One-on-One Meeting	resources/chapt_screen_images/how-to-have-a-one-on-one-meeting.png
https://datatrail-jhu.github.io/DataTrail/no_toc/building-a-resume.html	79 Building a resume	resources/chapt_screen_images/building-a-resume.png
https://datatrail-jhu.github.io/DataTrail/no_toc/resumes-1.html	80 Resumes	resources/chapt_screen_images/resumes-1.png
https://datatrail-jhu.github.io/DataTrail/no_toc/cover-letters-1.html	81 Cover Letters	resources/chapt_screen_images/cover-letters-1.png
https://datatrail-jhu.github.io/DataTrail/no_toc/making-your-website-more-professional.html	82 Making Your Website More Professional	resources/chapt_screen_images/making-your-website-more-professional.png
https://datatrail-jhu.github.io/DataTrail/no_toc/project-gallery.html	83 Project Gallery	resources/chapt_screen_images/project-gallery.png
https://datatrail-jhu.github.io/DataTrail/no_toc/improving-your-github-profile.html	84 Improving Your GitHub Profile	resources/chapt_screen_images/improving-your-github-profile.png
https://datatrail-jhu.github.io/DataTrail/no_toc/improving-your-linkedin-profile.html	85 Improving Your LinkedIn Profile	resources/chapt_screen_images/improving-your-linkedin-profile.png
https://datatrail-jhu.github.io/DataTrail/no_toc/using-twitter-for-data-science.html	86 Using Twitter For Data Science	resources/chapt_screen_images/using-twitter-for-data-science.png
https://datatrail-jhu.github.io/DataTrail/no_toc/data-science-job-descriptions.html	87 Data Science Job Descriptions	resources/chapt_screen_images/data-science-job-descriptions.png
https://datatrail-jhu.github.io/DataTrail/no_toc/google-hangouts.html	88 Google Hangouts	resources/chapt_screen_images/google-hangouts.png
https://datatrail-jhu.github.io/DataTrail/no_toc/where-to-look-for-data-science-jobs.html	89 Where To Look for Data Science Jobs	resources/chapt_screen_images/where-to-look-for-data-science-jobs.png
https://datatrail-jhu.github.io/DataTrail/no_toc/where-to-find-remote-data-science-jobs.html	90 Where To Find Remote Data Science Jobs	resources/chapt_screen_images/where-to-find-remote-data-science-jobs.png
https://datatrail-jhu.github.io/DataTrail/no_toc/data-science-interviews.html	91 Data Science Interviews	resources/chapt_screen_images/data-science-interviews.png
https://datatrail-jhu.github.io/DataTrail/no_toc/data-science-meetups.html	92 Data Science Meetups	resources/chapt_screen_images/data-science-meetups.png
https://datatrail-jhu.github.io/DataTrail/no_toc/about-the-authors.html	About the Authors	resources/chapt_screen_images/about-the-authors.png
